tanggal,longitude,latitude
44248,101.2454929325,1.7124628725
44248,101.24076843,1.712465585
44248,101.49308014,1.77708316
44248,101.67919159,1.7984966
44248,101.659603115,1.91880524
44248,101.17268372,2.06546021
44248,100.96072388,2.18255091
44248,100.957302095,2.192590715
44248,100.95812988,2.19976473
44249,102.67552185,-0.47185811
44249,103.06157074,-0.46822254
44249,103.10528019428573,-0.1464866271428571
44249,103.1091365814209,-0.1431765258312225
44249,103.26518631,0.0071653099999999
44249,103.3516922,0.1165076
44249,102.57570648,0.13501002
44249,103.317276,0.1874059
44249,102.98010063125,0.2950054025
44249,102.99977112,0.296962395
44249,102.99504634285714,0.3106324728571428
44249,103.0,0.3129626661539078
44249,103.095967102,0.349658452
44249,103.09149169921876,0.3516800701618194
44249,103.09537124633788,0.3553927838802337
44249,103.16372681,0.37455741
44249,103.1547699,0.87894922
44249,102.19999694833336,1.006810825
44249,102.19618116285716,1.00875943
44249,102.19888305664062,1.0144558548927307
44249,103.034996035,1.026562155
44249,101.99103546,1.09280992
44249,102.85792542,1.0966841
44249,101.51407623291016,1.2428346872329712
44249,101.51504135131836,1.2449963092803955
44249,101.515357208,1.246683144
44249,101.51854706,1.25233847
44249,101.64774322509766,1.3893521428108215
44249,101.65040588,1.38962805
44249,101.64352090142856,1.389631492857143
44249,101.64363861083984,1.3950251340866089
44249,101.69905853,1.51634717
44249,101.69872665405272,1.5179488062858582
44249,100.75052643,1.5811786666666665
44249,101.48277854919434,1.6384831070899963
44249,101.48939895629884,1.6397265791893003
44249,101.48318227,1.6402997166666669
44249,101.48725128173828,1.6415117979049685
44249,101.48345947,1.6416496
44249,101.24268086666666,1.68516596
44249,101.23823321407409,1.712275633333333
44249,101.2360120500837,1.7124993290219988
44249,101.250679015,1.7126466
44249,101.24378204345705,1.7140297889709473
44249,101.2251434326172,1.7167057991027832
44249,101.67601013,1.79676235
44249,101.68148803710938,1.796817183494568
44249,101.47286987304688,1.7993724346160889
44249,101.19896697998048,1.832831859588623
44249,101.56111145019533,1.8877313137054443
44249,101.66005707,1.91955358
44249,101.50968170166016,1.94296133518219
44249,101.6404953,2.08782697
44249,101.6376724243164,2.0894112586975098
44249,101.6410675048828,2.0908217430114746
44249,101.63499451,2.09198523
44249,100.96116638,2.18154311
44249,100.9606781,2.18334842
44249,100.9565200805664,2.185263156890869
44249,100.957115175,2.192561865
44249,100.93988037109376,2.2376644611358643
44250,102.76957703,-0.71435791
44250,101.914253235,-0.21946791
44250,103.08512878,-0.15634848
44250,103.10464859,-0.14490577
44250,103.10499064333337,-0.1431025233333333
44250,103.27150726,-0.12094704
44250,103.05886078,-0.06692915
44250,103.03292847,-0.02751931
44250,103.26410675,0.00654964
44250,103.44483948,0.00666765
44250,103.587070465,0.042059425
44250,100.898148,0.0792105
44250,103.220579145,0.12916273
44250,103.21939086914062,0.1308049857616424
44250,103.22131348,0.13098055
44250,103.22025299,0.13293983
44250,102.97716522,0.278624385
44250,102.984065246,0.291970476
44250,103.00191498,0.29318926
44250,102.99183655,0.30615875
44250,103.001781465,0.30765502
44250,102.992282865,0.3091521849999999
44250,103.094615935,0.349495825
44250,103.0940979,0.349922838
44250,103.094875335,0.35207792
44250,103.09168243408205,0.3532076179981231
44250,101.463155,0.4251895
44250,101.3749375,0.4273869999999999
44250,103.50823212,0.43585214
44250,101.353267,0.472818
44250,101.343038,0.493432
44250,101.456184,0.518881
44250,101.438678,0.524311
44250,101.242056,0.604121
44250,101.432272,0.660442
44250,103.15428162,0.88149118
44250,102.198240661,1.008717836
44250,102.19625091552734,1.008958637714386
44250,102.19715663357142,1.009302915
44250,102.19812927246092,1.0125680685043337
44250,100.219747,1.050288
44250,102.80513,1.13480151
44250,101.52220917,1.25293982
44250,101.520789,1.253955
44250,101.51806641,1.25442564
44250,101.38777161,1.29280019
44250,101.388542,1.294621
44250,101.187272,1.308772
44250,100.351157,1.309094
44250,101.11326566666666,1.3219453333333335
44250,101.157315,1.33449625
44250,101.234184,1.335309
44250,100.85034943,1.369343875
44250,101.64320700428571,1.388554692857143
44250,101.65050506591795,1.3917196989059448
44250,101.279572,1.45785
44250,100.587231,1.580268
44250,101.2328186,1.61226034
44250,101.48200734333334,1.64086656
44250,101.48007011764706,1.6416279411764707
44250,101.47918433333332,1.6431123333333335
44250,101.48178916666666,1.6431996666666666
44250,101.479701995,1.64337969
44250,101.48215485,1.64411855
44250,101.22528839,1.69562423
44250,101.225545,1.6969581428571427
44250,101.250067,1.7101926666666667
44250,101.23611286714284,1.7108674142857148
44250,101.233358,1.7109355000000002
44250,101.22879028333334,1.7127513483333336
44250,101.24095916748048,1.713459610939026
44250,101.2418441772461,1.7144195040067036
44250,101.23248725,1.71554725
44250,101.2599639892578,1.71623432636261
44250,101.257219,1.719044
44250,101.25839,1.719205
44250,101.24486507692308,1.7207064615384615
44250,101.24311066,1.7223649600000002
44250,101.36880493,1.7483325
44250,100.624861,1.770154
44250,101.67745972,1.79567087
44250,101.69541931,2.08516979
44250,101.64457321,2.086227535
44250,101.07113266,2.16284478
44250,100.94055939,2.23585582
44250,101.020428,2.2671386666666664
44251,103.264556885,0.006812645
44251,103.22418212890624,0.1256532073020935
44251,102.98169708251952,0.2290816903114318
44251,103.07460022,0.33970031
44251,103.0925649,0.3548616266666666
44251,103.50802612,0.43879351
44251,102.59914398,0.73391199
44251,101.65914916992188,0.7453266382217407
44251,101.81021881103516,0.8697953224182129
44251,102.19331741333008,1.0022184550762177
44251,102.19685745,1.006759525
44251,102.19140625,1.01395178
44251,103.03323364,1.02755272
44251,101.90768432617188,1.296151876449585
44251,100.61626434,1.44981146
44251,101.47872162,1.643824815
44251,101.24416351,1.685704115
44251,101.24904196571428,1.6927685571428572
44251,101.23995458885244,1.70883278147541
44251,101.27153778076172,1.711417317390442
44251,101.27224731,1.71242619
44251,101.26861572,1.72211611
44251,101.66291809,1.91876793
44251,101.19535064697266,1.9553382396698
44252,102.943969,-0.745512
44252,103.2246755,-0.606465
44252,103.14418793,-0.50547534
44252,101.72615051333334,-0.2042395633333333
44252,102.81155395507812,-0.1477085798978805
44252,101.69272614,-0.09169423
44252,103.05387115,-0.05097438
44252,103.227009582,0.12628841
44252,103.2228825,0.142833
44252,103.39125866666666,0.2206216666666667
44252,102.89393616,0.25568801
44252,102.20195007,1.00358295
44252,102.20350646972656,1.0063480138778689
44252,102.19883837,1.007236872857143
44252,102.189407345,1.013876255
44252,101.12380981,1.09665132
44252,101.08436584,1.12489617
44252,100.95771027,2.19210267
44253,103.33554077,-0.3974244
44253,103.1515274,-0.26933005
44253,103.22360229,-0.1706295
44253,103.21852875,-0.16105637
44253,103.05429077,-0.06446996
44253,103.053813935,-0.049020195
44253,103.15460205,-0.03039124
44253,103.62953186,0.0306373
44253,103.4690094,0.03086552
44253,103.4659729,0.05126273
44253,102.8687973022461,0.0840111076831817
44253,103.49337006,0.091953335
44253,103.4154129,0.09220127
44253,103.51911163,0.09414283
44253,103.43688202,0.0972259
44253,103.379173275,0.09723101
44253,103.41802216,0.09954656
44253,103.40804291,0.11214659
44253,103.231643675,0.121887685
44253,103.2318878173828,0.1242044568061828
44253,103.22537613,0.12556653
44253,103.22614288330078,0.1282279342412948
44253,103.42853546,0.19862233
44253,102.83907318115234,0.2051359415054321
44253,103.39134979,0.22140323
44253,103.32633972,0.23588534
44253,102.97740936,0.29105541
44253,102.99898529052734,0.2980113923549652
44253,103.305057525,0.30220893
44253,103.32221985,0.30848557
44253,103.08182525634766,0.3331105411052704
44253,103.083011625,0.33559811
44253,103.081302645,0.33777018
44253,103.07847595214844,0.3404847383499145
44253,103.53577423095705,0.4055682867765426
44253,103.3353500366211,0.5061871409416199
44253,103.33266449,0.50854975
44253,103.20292664,0.52833033
44253,103.14614868164062,0.8710344433784485
44253,103.15388489,0.87920213
44253,101.86701202392578,0.9669075012207032
44253,102.20001984,1.003245
44253,103.03218842,1.02691239
44253,103.00798416137695,1.055630803108215
44253,103.005168915,1.06083244
44253,103.00502777,1.06109691
44253,102.86087036,1.09924436
44253,102.7859001159668,1.1386661529541016
44253,102.78829956,1.142813265
44253,102.78933716,1.14364815
44253,101.88714599609376,1.2951620817184448
44253,101.1885376,1.30762696
44253,101.66273499,1.91964841
44253,101.66107178,1.92029762
44253,101.68482208,2.08611488
44253,100.34593201,2.31565523
44254,101.67843628,-0.83034796
44254,101.6220932,-0.8149039149999999
44254,101.99304199,-0.52426016
44254,102.17227936,-0.45470545
44254,103.21844101,-0.16175007
44254,103.16216278,-0.14336576
44254,101.04909515,-0.14034267
44254,103.23095703,-0.09430298
44254,103.04971313,-0.05367322
44254,103.05429077,-0.04753031
44254,103.19535065,-0.04589843
44254,103.42256165,-0.04193865
44254,103.15459442,-0.03010706
44254,103.49375916,0.09177876
44254,103.4365387,0.09749891
44254,103.356056215,0.11554212
44254,103.22885132,0.12173656
44254,103.44195557,0.21847832
44254,103.38665771,0.23966825
44254,102.95954895,0.29362655
44254,102.97601318,0.29441446
44254,103.00554657,0.29662526
44254,102.95817566,0.29723784
44254,102.9492569,0.298650745
44254,103.08071136,0.33816546
44254,103.53739929,0.401944935
44254,103.535339355,0.402549285
44254,103.5358562475,0.4045428224999999
44254,103.5398941040039,0.4077444970607757
44254,102.87751007,0.724599
44254,101.8163070678711,0.8656796216964722
44254,103.15210724,0.8752473766666666
44254,103.15189362,0.87591553
44254,103.15213012666668,0.8770303133333334
44254,103.1559066772461,0.8780673742294312
44254,103.031269075,1.0311362750000002
44254,101.318885805,1.0422346
44254,101.30217743,1.04385114
44254,103.0086555480957,1.0566686987876892
44254,103.0085907,1.05723989
44254,103.0062141425,1.0592968175
44254,102.73693085,1.09662151
44254,101.12628174,1.09695363
44254,102.862289425,1.09864074
44254,102.86203003,1.098997235
44254,102.8662262,1.11192513
44254,102.787445065,1.14509344
44254,102.80805206,1.1453532
44254,102.78795624,1.14627731
44254,101.02416229,1.3987515
44254,101.48671722,1.56982052
44254,101.47914124,1.64393651
44254,101.26210022,1.72306728
44254,101.66340637,1.92184389
44254,100.36752404111112,2.2624287077777776
44254,100.37245941,2.26265192
44254,100.36650848388672,2.2642180919647217
44255,102.81079865,-0.58142388
44255,102.71766663,-0.57566506
44255,102.56472778,-0.42990485
44255,103.33887482,-0.24095549
44255,101.11826324,-0.16093415
44255,103.23066711,-0.09362581
44255,103.28898621,-0.08001275
44255,103.28779221,-0.07663001
44255,103.05203247,-0.0569089
44255,103.054943085,-0.05044525
44255,103.154758455,-0.02976745
44255,103.45943451,0.05664657
44255,103.678611755,0.09779974
44255,103.40901947,0.11191596
44255,103.355903625,0.1160217249999999
44255,103.38989258,0.22316012
44255,102.97414398,0.28504112
44255,102.97223663333334,0.28642443
44255,102.9593811,0.29589495
44255,103.0064621,0.29730713
44255,103.00411224,0.30854756
44255,103.06552124,0.32962644
44255,103.0820617675,0.3389763649999999
44255,103.0819664,0.340357305
44255,103.080021668,0.3404231299999999
44255,103.09455109,0.347747145
44255,103.09760284,0.35128963
44255,103.0943222,0.35170203
44255,103.15402222,0.38641801
44255,103.53592682,0.403615
44255,100.64467621,0.46896064
44255,102.86940765,0.58872414
44255,103.15335846,0.8785364
44255,102.45545959,0.92074281
44255,101.30584717,1.04566133
44255,103.00858307,1.05852711
44255,102.86022644,1.09772761
44255,102.860725405,1.09854895
44255,101.12581635,1.09977305
44255,101.89273834228516,1.2978841066360474
44255,101.10808563,1.3280369
44255,101.77141571044922,1.414370894432068
44255,101.7255630493164,1.482041597366333
44255,102.46598053,1.51029098
44255,102.46621704,1.51050556
44255,101.26359558,1.72108483
44255,101.26296234,1.72422755
44255,101.49617004,1.77578628
44255,100.36884689331056,2.260812997817993
44255,100.3730278,2.260840175
44255,100.36239319,2.262831498
44255,100.36263275,2.2659560833333336
44256,102.81072235,-0.58056712
44256,102.71734619,-0.57635909
44256,102.61515808105467,-0.5595415234565735
44256,102.47795105,-0.49008727
44256,102.17247009,-0.45608577
44256,101.69633484,-0.16531575
44256,101.69598007,-0.16482806
44256,101.70136260986328,-0.1578336656093597
44256,102.89261627,0.25868744
44256,102.9719982125,0.2863882625
44256,102.97093964,0.28731331
44256,102.97112274,0.2913059
44256,102.9869613647461,0.2920839786529541
44256,102.97701263,0.29435244
44256,103.00580597,0.297989045
44256,103.00597,0.29858032
44256,102.99201965,0.30773875
44256,103.07999929,0.3391702299999999
44256,103.07983017,0.340727675
44256,103.09522247,0.34712186
44256,103.0942363725,0.3481106699999999
44256,103.09220123,0.34850731
44256,103.09705352783205,0.3499451875686645
44256,102.86174774169922,0.3668142855167389
44256,103.15914154,0.37395468
44256,103.15330505,0.38542458
44256,101.44463348388672,0.4172343909740448
44256,101.89969635009766,0.4189557433128357
44256,102.18516540527344,0.4209380745887756
44256,101.551872255,0.436490865
44256,103.16902161,0.51496476
44256,103.2147522,0.61967736
44256,102.453456875,0.919032905
44256,103.03296661,1.02862644
44256,103.00753784,1.0570246
44256,102.86165619,1.0972091549999998
44256,102.8609466575,1.09930855
44256,102.8648681640625,1.100489616394043
44256,101.5225601196289,1.253349542617798
44256,100.66504669189452,1.3178865909576416
44256,100.67357635498048,1.3187379837036133
44256,101.75089263916016,1.555727243423462
44256,101.23421478,1.71091795
44256,101.27384948730467,1.718705654144287
44256,101.27075958,1.71876132
44256,101.262397765,1.721772015
44256,101.49609374666666,1.7760985333333332
44256,100.36599413416666,2.2628370316666664
44256,100.362178805,2.26499784
44256,100.36282349,2.26698256
44256,100.36720085144044,2.2675647735595703
44256,100.37822723,2.27455306
44256,100.36756897,2.27621293
44257,101.83421707,-0.153936245
44257,103.22808510857143,0.1238797414285714
44257,103.004291535,0.29750164
44257,103.26959229,0.3006722
44257,103.08052826,0.33849916
44257,103.09415436,0.34477428
44257,103.16083527,0.37339982
44257,103.1704483,0.51669592
44257,103.03084564,1.03013325
44257,102.861248015,1.097013115
44257,102.85934702666668,1.0980621599999998
44257,102.09162903,1.15715301
44257,101.52642822,1.25283182
44257,100.844612125,1.381925165
44257,102.46678162,1.50962746
44257,102.465042115,1.51228106
44257,102.04244232,1.56312931
44257,101.26256561,1.71990848
44257,101.26508586,1.7209301
44257,101.27293396,1.72524285
44257,101.4942893975,1.7795804125
44257,100.92327881,1.98515844
44257,101.235134125,2.02324414
44257,100.35951677916668,2.264605205
44257,100.3622055053711,2.267488956451416
44257,100.368321,2.276951
44257,100.368322,2.277222
44257,100.316859,2.48009925
44258,101.83745575,-0.14799729
44258,102.73096466064452,0.2941363453865051
44258,103.26950836,0.30100605
44258,103.26583099365234,0.3021660447120666
44258,102.29489135742188,0.3789395987987518
44258,103.33763123,0.51138371
44258,102.28789520263672,0.515403687953949
44258,103.23931884765624,0.615073025226593
44258,103.23326365,0.6167555833333332
44258,103.2326812725,0.619377285
44258,103.21678925,0.61972833
44258,102.8741340625,0.7248695199999999
44258,102.19121551513672,0.793296217918396
44258,101.4147644,0.83809352
44258,102.45323944,0.92181772
44258,102.19849395751952,1.0088276863098145
44258,102.19780731,1.01227021
44258,101.32758712768556,1.0316768288612366
44258,101.32558441,1.03734875
44258,102.85668563842772,1.0995723009109497
44258,101.52394104,1.253356755
44258,101.8893585205078,1.298065960407257
44258,102.3315544128418,1.3230156302452087
44258,102.330249785,1.32502264
44258,102.3316803,1.32653683
44258,102.3180160522461,1.3303539752960205
44258,100.79634094,1.374311445
44258,100.7879867553711,1.375174880027771
44258,101.95198822021484,1.396722435951233
44258,101.94857788085938,1.399933934211731
44258,102.46538925,1.51148045
44258,102.0426712,1.56090605
44258,100.890197755,1.66057134
44258,101.22603607,1.71227491
44258,101.26024373333333,1.7202714666666663
44258,101.26453145333332,1.7238415066666668
44258,101.49331665,1.78053916
44258,101.47624206542967,1.801031231880188
44259,102.97161102,-0.79076856
44259,101.822886,-0.7130665882352941
44259,102.79102325,-0.61936212
44259,102.79220581,-0.61868662
44259,102.792468,-0.618509
44259,101.99230194,-0.5241372
44259,102.47744751,-0.4886812
44259,102.16899872,-0.4569307
44259,101.82936859,-0.45435476
44259,103.062372,-0.424662
44259,103.1424942,-0.42009774
44259,103.051342,-0.348435
44259,101.54090118,-0.33028924
44259,101.85089874,-0.16390024
44259,103.07385254,-0.10678659
44259,103.10822296,-0.07832097
44259,102.32109,0.0203339999999999
44259,103.64242554,0.0753773
44259,103.38436127,0.08540935
44259,103.22717285,0.12038592
44259,103.37754822,0.15443262
44259,103.62195587,0.28581405
44259,102.960011,0.295252
44259,103.00150299,0.29852363
44259,103.26583099333334,0.3006606
44259,103.2683391575,0.30253923
44259,103.093473435,0.3504732399999999
44259,103.16449738,0.37145382
44259,101.5511322,0.43608984
44259,101.60302734,0.53655756
44259,103.26522827,0.56287175
44259,103.17588806152344,0.5943652391433716
44259,103.182605745,0.597909985
44259,103.23249925857142,0.62059245
44259,103.22894335714288,0.6229759285714286
44259,103.22447967529295,0.6280655264854431
44259,102.45549774,0.92157
44259,101.33209991,1.03648543
44259,102.86031342,1.09886134
44259,102.85344696,1.09994352
44259,101.50144196,1.24810946
44259,101.52452087,1.25485528
44259,102.43473052978516,1.324191331863403
44259,102.3348384,1.3298335
44259,102.47592163085938,1.330183506011963
44259,102.330595015,1.3314816675
44259,102.33036092066666,1.3315975906666666
44259,102.45207977294922,1.3319987654685974
44259,102.33512496948242,1.3341801464557648
44259,102.33072730508474,1.3345249152542369
44259,102.31851387023926,1.3359184861183169
44259,102.46456146,1.38571024
44259,102.458251953125,1.510287523269653
44259,102.465171815,1.51302528
44259,102.040761,1.56141
44259,102.04121907666666,1.5629506866666667
44259,101.478759765,1.642945765
44259,101.22452545,1.7014908079999995
44259,101.22674561,1.71011305
44259,101.25282288,1.71465063
44259,101.23478699,1.71511006
44259,101.24282837,1.72010303
44259,101.242603305,1.72148615
44259,101.26443227,1.722160693333333
44259,101.49403381,1.7787112
44259,101.65226746,2.018037315
44259,101.66169738769533,2.020721912384033
44260,102.79219437,-0.617434085
44260,102.47631073,-0.48648897
44260,102.16998291,-0.45407295
44260,103.40797424,-0.17483266
44260,103.07472229,-0.1074121
44260,103.45967865,0.10011532
44260,102.7318344116211,0.1087096109986305
44260,103.23127365112305,0.1270167008042335
44260,103.22610219333336,0.1318310233333333
44260,103.31812286,0.18778996
44260,102.26140594482422,0.197242796421051
